,data,labels,group,generalisation
2846,cancel my reservation at osteria for our party,cancel_reservation,validation,ID
2847,scrap reservation at 4 for red robin,cancel_reservation,validation,ID
2848,cancel reservation at eight for the group,cancel_reservation,validation,ID
2849,i'd like to cancel my reservation for 5 at hoss's steak house,cancel_reservation,validation,ID
2850,please cancel my reservation at red lobster for 6,cancel_reservation,validation,ID
2851,i need to cancel my reservation for 2 at franklin's grille,cancel_reservation,validation,ID
2852,cancel that reservation for 8 at barney's,cancel_reservation,validation,ID
2853,nix that reservation for 4 at strip house,cancel_reservation,validation,ID
2854,undo my reservation for 5 at the loft,cancel_reservation,validation,ID
2855,i no longer want my reservation for 5 at the loft cancel it please,cancel_reservation,validation,ID
2856,"hey siri, please cancel my reservation at the loft for 5",cancel_reservation,validation,ID
2857,i don't need my reservation for 5 at the loft please cancel it,cancel_reservation,validation,ID
2858,cancel my reservation for 5 at the loft,cancel_reservation,validation,ID
2859,carla doesn't want her olive garden reservation anymore,cancel_reservation,validation,ID
2860,what's the funniest thing you've got,tell_joke,validation,ID
2861,let me hear something funny,tell_joke,validation,ID
2862,i want to hear anything you have that's funny,tell_joke,validation,ID
2863,i want to hear something hilarious,tell_joke,validation,ID
2864,tell me your funniest joke,tell_joke,validation,ID
2865,do you have any funny jokes,tell_joke,validation,ID
2866,give me your best joke,tell_joke,validation,ID
2867,tell my something funny,tell_joke,validation,ID
2868,tell me something to make me laugh,tell_joke,validation,ID
2869,i'm in the mood for a joke,tell_joke,validation,ID
2870,could you tell me a good joke,tell_joke,validation,ID
2871,do you have any funny jokes you can tell,tell_joke,validation,ID
2872,have you heard any great jokes lately,tell_joke,validation,ID
2873,do you know any good jokes you would like to share,tell_joke,validation,ID
2874,what sort of jokes do you know,tell_joke,validation,ID
2875,i want to hear doctor jokes,tell_joke,validation,ID
2876,do you know any jokes about librarians,tell_joke,validation,ID
2877,tell me a funny joke about men,tell_joke,validation,ID
2878,can you tell me a joke about a lawyer,tell_joke,validation,ID
2879,i want to hear jokes about toddlers,tell_joke,validation,ID
2880,can i start calling you dave,change_ai_name,validation,ID
2881,i want to change your name to sarah,change_ai_name,validation,ID
2882,i want to call you maggie,change_ai_name,validation,ID
2883,can i change you name to gretchen,change_ai_name,validation,ID
2884,i'd like to call you alex,change_ai_name,validation,ID
2885,can i call you adam instead of the current name,change_ai_name,validation,ID
2886,i will now call you adam instead of your old name,change_ai_name,validation,ID
2887,will you respond to adam instead of the current name,change_ai_name,validation,ID
2888,i want to change your name to adam,change_ai_name,validation,ID
2889,i want to start calling you adam,change_ai_name,validation,ID
2890,i want your name to be gerry,change_ai_name,validation,ID
2891,i want your name to be henry,change_ai_name,validation,ID
2892,i want your name to be john,change_ai_name,validation,ID
2893,make your name jake,change_ai_name,validation,ID
2894,make your name steve,change_ai_name,validation,ID
2895,i would like to change your name to fred,change_ai_name,validation,ID
2896,i think i want your name changed to fred,change_ai_name,validation,ID
2897,can you have your name changed to fred,change_ai_name,validation,ID
2898,can you change your name to fred,change_ai_name,validation,ID
2899,change your name to fred,change_ai_name,validation,ID
2900,what is your age again,how_old_are_you,validation,ID
2901,how old are you in 2019,how_old_are_you,validation,ID
2902,what's your birthday,how_old_are_you,validation,ID
2903,were you born in the 80s,how_old_are_you,validation,ID
2904,how old were you on your most recent birthday,how_old_are_you,validation,ID
2905,what day were you born,how_old_are_you,validation,ID
2906,what is your current age,how_old_are_you,validation,ID
2907,how old are you as of today,how_old_are_you,validation,ID
2908,what you age on your last birthday,how_old_are_you,validation,ID
2909,how many birthdays have you had,how_old_are_you,validation,ID
2910,how many years have you been living,how_old_are_you,validation,ID
2911,hey how old are you,how_old_are_you,validation,ID
2912,do you have an age,how_old_are_you,validation,ID
2913,i was wondering what age you are,how_old_are_you,validation,ID
2914,in what year were you born,how_old_are_you,validation,ID
2915,what is your date of birth,how_old_are_you,validation,ID
2916,what year were you born in,how_old_are_you,validation,ID
2917,what is the year that were you born,how_old_are_you,validation,ID
2918,how old are you ai,how_old_are_you,validation,ID
2919,are you 16 years old,how_old_are_you,validation,ID
2920,i need a car rental this week,car_rental,validation,ID
2921,i am going away and need to rent a car,car_rental,validation,ID
2922,help me find a car to rent,car_rental,validation,ID
2923,"can you get me a car rental for march 1st to 3rd in seattle, and i'd like a sedan if possible",car_rental,validation,ID
2924,help me book a car rental in austin for april 11th to 13th get me a sedan if possible,car_rental,validation,ID
2925,"can you get me a car rental for march 13th to 15th in nyc, and i'd like a convertible if possible",car_rental,validation,ID
2926,help me book a car rental in chicago for april 1st to 3rd get me an suv if possible,car_rental,validation,ID
2927,i need to book a car rental in las vegas,car_rental,validation,ID
2928,i'm looking for assistance booking a rental car in las vegas,car_rental,validation,ID
2929,could i get assistance booking a car rental in las vegas,car_rental,validation,ID
2930,how can i rent a car in las vegas,car_rental,validation,ID
2931,can you help me rent a car in las vegas,car_rental,validation,ID
2932,can i get a car rental in boise from april 11th to april 13th,car_rental,validation,ID
2933,how can i rent a ride in alaska from march 5th to march 18th,car_rental,validation,ID
2934,where do i rent a car in las vegas from november 16th to december 16th,car_rental,validation,ID
2935,can i rent a car from dfw airport from march 1st to march 8th,car_rental,validation,ID
2936,do you have a car rental in new york from june 6th to june 9th,car_rental,validation,ID
2937,i must procure a car rental for the 10th to the 15th in zimbabwe and i would prefer a bmw,car_rental,validation,ID
2938,i really must rent a car out of sky harbor airport from the 3rd to the 5th of february,car_rental,validation,ID
2939,i really need to get a volkswagen car rental for march 5th to march 8th in phoenix,car_rental,validation,ID
2940,how can i jump start my car if my battery is dead,jump_start,validation,ID
2941,will a jump start work if my batter is dead,jump_start,validation,ID
2942,how to jump start a car,jump_start,validation,ID
2943,what do i need to jump start a battery,jump_start,validation,ID
2944,how do i jump start a bad battery,jump_start,validation,ID
2945,what steps do i need to take to jump start my car,jump_start,validation,ID
2946,i'm not sure how to jump start a car; can you help me,jump_start,validation,ID
2947,how do i do a jump start on my car,jump_start,validation,ID
2948,how might i go about jump starting a car,jump_start,validation,ID
2949,how can i jump start a car,jump_start,validation,ID
2950,can you tell me how to jump start a car,jump_start,validation,ID
2951,how can i jump start my car,jump_start,validation,ID
2952,show me instructions on how to jump start my car,jump_start,validation,ID
